Date,Location,Gender,Count, Abandoning a child child neglect and cruelty, Abduction of person under  years of age, Aggravated burglary, Aggravated sexual assault, Arson, Assault causing harm poisoning, Attempts/threats to murder assaults harassments and related offences, Blackmail or extortion, Burglary (not aggravated), Burglary and related offences, Carjacking hijacking/unlawful seizure of aircraft/vessel, Controlled drug offences, Criminal damage (not arson), Cultivation or manufacture of drugs, Damage to property and to the environment, Dangerous driving causing serious bodily harm, Dangerous driving leading to death, Dangerous or negligent acts, Defilement of a boy or girl less than  years old, Discharging a firearm, Disorderly conduct, Driving/in charge of a vehicle under the influence of drugs, Driving/in charge of a vehicle while over legal alcohol limit, Endangering traffic offences, Endangerment with potential for serious harm/death, Explosives chemical weapons offences, False alarm/interference with aircraft or air transport facilities, False imprisonment, Fireworks offences, Fraud deception and related offences, Harassment and related offences, Homicide offences, Human trafficking offences, Importation of drugs, Infanticide, Kidnapping and related offences, Liquor licensing offences, Litter offences, Manslaughter, Murder, Murder-attempt, Murder-threat, Offences against government and its agents, Offences against government justice procedures and organisation of crime, Offences while in custody breach of court orders, Offensive weapons offences (n.e.c.), Organisation of crime and conspiracy to commit crime, Other assault, Other drug offences, Other sexual offences, Other thefts handling stolen property, Perverting the course of justice, Possession of a firearm, Possession of an article (with intent to burgle steal demand), Possession of drugs for personal use, Possession of drugs for sale or supply, Prostitution offences, Public order and other social code offences, Rape of a male or female, Regulated betting/money collection/trading offences, Robbery extortion and hijacking offences, Robbery from the person, Robbery of an establishment or institution, Robbery of cash or goods in transit, Sexual assault (not aggravated), Sexual offence involving mentally impaired person, Sexual offences, Social code offences (n.e.c.), Theft and related offences, Theft from person, Theft from shop, Theft/taking of vehicle and related offences, Trespass offences, Unseaworthy/dangerous use of boat or ship, Weapons and Explosives Offences,Month,Unemploy.u25,Unemploy.25+,Unemploy.allages
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,12,30,123.3,93.3
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,1,47.5,194.8,147.3
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,2,46.9,191.6,144.7
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,3,46.3,189.6,143.3
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,4,47.2,190.1,142.9
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,5,47.7,190.7,142.9
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,6,47.1,187.7,140.6
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,7,46.2,184.5,138.3
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,8,44.6,179.4,134.9
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,9,43,174.6,131.6
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,10,41,168.5,127.5
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,11,39.8,165.3,125.5
2013,Not Specified,Not Specified,487,226,25,299,9,1914,3071,14365,25,25316,26297,66,15325,26567,390,28698,12,37,7495,87,162,30810,265,6752,165,69,59,4,80,146,4788,1504,95,16,44,0,121,1378,217,7,51,13,334,278,9168,8824,2178,4,9443,490,127,44050,62,193,682,11160,3241,119,36394,392,320,2796,1678,988,39,1281,12,1908,826,78428,6467,20553,7358,2941,2,2738,12,40.1,165,124.9
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,1,71.3,290.3,219
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,2,72.2,290.2,218
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,3,70.7,284.6,213.9
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,4,68.2,277.8,209.7
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,5,66,272.5,206.5
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,6,63.9,267.4,203.4
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,7,62.5,266.6,204.1
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,8,60.7,263.4,202.6
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,9,59,258.6,199.6
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,10,57.2,250.9,193.8
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,11,57.1,245.2,188.1
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,12,58.8,242.5,183.8
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,1,29.4,122.6,93.2
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,2,29.1,120.8,91.6
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,3,28.9,117.2,88.3
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,4,28.6,113.8,85.2
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,5,27.4,110.9,83.5
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,6,26.4,110,83.6
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,7,25.2,112,86.8
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,8,23.7,111.8,88.1
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,9,22.5,110,87.5
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,10,21,104.9,83.9
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,11,20.5,100.7,80.2
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,12,21.2,98.7,77.5
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,1,42,167.7,125.7
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,2,43,169.4,126.3
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,3,41.9,167.4,125.6
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,4,39.6,164,124.4
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,5,38.6,161.6,123
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,6,37.6,157.4,119.8
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,7,37.3,154.6,117.3
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,8,37,151.6,114.6
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,9,36.5,148.6,112.1
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,10,36.2,146,109.9
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,11,36.6,144.5,107.9
2014,Not Specified,Not Specified,486,248,33,315,5,1723,3162,15155,22,26724,27682,98,15863,25366,345,27337,13,46,7232,126,134,26807,265,6481,146,73,50,5,60,113,5162,1495,105,31,29,0,124,1272,248,7,52,15,415,325,9762,9378,1977,4,10068,679,105,43515,55,198,643,11247,3563,129,32620,480,292,2650,1656,848,26,1241,12,1969,1304,77620,5464,20876,7765,2816,1,2472,12,37.6,143.8,106.2
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,1,62.4,243.1,180.7
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,2,63,241.8,178.8
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,3,60.1,237.9,177.8
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,4,55.6,233.3,177.7
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,5,53.2,230.5,177.3
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,6,51.7,225.1,173.3
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,7,51.8,219.5,167.7
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,8,52.1,217.2,165.1
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,9,53.4,218,164.5
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,10,53.6,218.5,164.9
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,11,53.3,217.2,163.9
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,12,51.8,213.7,161.9
